Data,Label
কুতো বিদ্যার্থিন সুখম,Metaphor
কুপুত্রমাসাদ্য কুতো জলাঞ্জলি,Metaphor
"কুপুত্র যদ্যপি হয়, কুমাতা কখনো নয়",Metaphor
কুপুত্রেণ কুলং যথা,Metaphor
কুবাক্যান্তং চ সৌহৃদম,Metaphor
কুবার্তা/সংবাদ বাতাসের আগে ছোটে/ধায়,Metaphor
কুবেরের ঐশ্বর্য্য/ভাণ্ডার,Metaphor
কুব্জার মন্ত্রণা,Metaphor
কুভোজ্যেন দিনং নষ্টম,Metaphor
কুমির যখন জলে থাকে ডাঙায় ডিমে নজর রাখে,Metaphor
কুমিরের সঙ্গে বিবাদ করে জলে/পানিতে বাস,Metaphor
কুম্ভকর্ণ নিদ্রাগত,Metaphor
কুম্ভকর্ণের নিদ্রা,Metaphor
কুম্ভকর্ণের নিদ্রাভঙ্গ,Metaphor
"কুয়ো হয় আমের ভয়, তাল তেঁতুলের কিছুই নয়– খনা",Metaphor
কুরূপা নারী পতিব্রতা,Metaphor
কুর্যাৎ ক্ষীরান্তরাহারম দধ্যন্তং ন কদাচন,Metaphor
কুল রাখি না শ্যাম রাখি,Metaphor
কুলায়/কুলোয় শুয়ে তুলায়/তুলোয় করে দুধ খায়,Metaphor
কুশিক্ষিত হওয়া থেকে অশিক্ষিত থাকা ভাল,Metaphor
কুসংবাদ বাতাসের আগে ছোটে/ধায়,Metaphor
কুসঙ্গে থাকার চেয়ে একা/সঙ্গীহীন থাকা ভাল,Metaphor
কূপোদকং বটচ্ছায়া শ্যামা স্ত্রী ইষ্টকালয়ম্। শীতকালে ভবেদুফ গ্রীষ্মকালে চ শীতলম্।। (চাণক্য),Metaphor
কৃতং কর্ম শুভাশুভম,Metaphor
কৃতঘ্ন বিশ্বাসঘাতকের ইহকালও নেই পরকালও নেই,Metaphor
কৃতজ্ঞ কুকুর অকৃতজ্ঞ মানুষ অপেক্ষা শ্রেয়,Metaphor
"কৃতস্য করণং নাস্তি, মৃতস্য মরণং যথা। গতস্য শোচনা নাস্তি ইতি বেদবিদ্যাং মতম॥ (চাণক্য)",Metaphor
কৃপণের মত দাতা নেই,Metaphor
কৃপণের ধন চোরে/বর্বরে/বাটপাড়ে খায়,Metaphor
কৃপণের সন্তান অমিতব্যয়ী হয,Metaphor
কেঁচো খুঁড়তে সাপ বেরুল,Metaphor
কেঁচো দিয়ে কাতলা ধরা১,Metaphor
কেঁচো দিয়ে কাতলা ধরা২,Metaphor
কে একবার আমার হাত মুচড়েছিল মনে রাখি; কে দশবার আমার হাত ধরেছিল ভুল যাই,Metaphor
কে কার ঝাড়ে বাঁশ কাটে,Metaphor
কে তুমি হরিদাস পাল?,Metaphor
"কেউ কারো মিত্র নয় কেউ কারো শত্রু নয়, ব্যবহারে শত্রুমিত্র হয়",Metaphor
"কেউ মরে, কেউ হরি হরি বলে",Metaphor
"কেউ মরে বিল ছেঁচে, কেউ খায় কৈ",Metaphor
কেউই জ্ঞানী হয়ে জন্মায় না।,Metaphor
কেনা চালে গোণা ভাত কম পড়লে যাবে জাত,Metaphor
কেন্দু (হলুদ রঙের ফল) গাছে কেন্নোটা (পোকা),Metaphor
কেবল মন দিয়েই মন জয় করা যায়,Metaphor
কেবলং শাস্ত্রমাশ্রিত্য ন কর্তব্যো বিবির্ণয়ঃ,Metaphor
কেলেমাণিকের নাম গৌরাঙ্গসুন্দর,Metaphor
কেল্লা/কিল্লা ফতে- আরবী প্রবাদ,Metaphor
"কেশব, গোপাল, হরিহরি, হরহর",Metaphor
কোঁদলে জাত নষ্ট,Metaphor
কোকিলানাং স্বরো রূপম্ নারীরূপং পতিব্রতম্। বিদ্যা রূপং কুরূপাণাং ক্ষমা রূপং তপস্বিনাম্॥ (চাণক্য),Metaphor
কোকিলা বধু ছেলে ধরতে জানে না,Metaphor
কোণঠাসা ইঁদুর বিড়ালকে কামড়ায়,Metaphor
কোথাও কিছু নাই খালি ফপরদালালি,Metaphor
কোথাকার জল কোথায় গড়ায়/মরে,Metaphor
কোথায় আগরতলা আর কোথায় চৌকিরতলা,Metaphor
"কোথায় রাম রাজা হবেন, না তার বনবাস",Metaphor
"কোথায় স্বর্গ, কোথা‌য নরক কে বলে তাহা বহুদূর;মানুষেরই মাঝে স্বর্গ-নরক মানুষেতে সুরাসুর (রেজাউল করিম)",Metaphor
কোদাল পাড়লেই/মারলেই চাষ হয় না,Metaphor
কোদালকে কোদাল বল১,Metaphor
কোদালকে কোদাল বল২,Metaphor
কোদালে কুড়ুলে মেঘ দেখিলে চাষিকে বলে বাগাগে হাল- খনা,Metaphor
"কোদালের শিয়র কুড়ুলের পাশ, যে যাবে তার সর্বনাশ",Metaphor
কোন কাজ অর্ধসমাপ্ত রাখা নেই,Metaphor
কোন কাজেই তাড়াহুড়ো করা নেই,Metaphor
